Meter_Id,Meter_Id(prefix removed),Cleaned_Date,Weekday,Weekday(number),Week_Number,Region_Code,District,Dwelling_Type,Labeled_Dwelling_type,Num_Occupants,House_Area (sqft),Appliance_Score,Appliance_Score_Grouped,Connected_Load(kw),Load_category(labeled),Temperature_C,Temparature_category,Humidity (%),Cleaned_Expected_Energy(kwh),Cleaned_Actual_Energy(kwh),Usage_Deviation(%),Cluster_Avg_Energy(kwh),Abnormal_Usage,Pattern_Usage,,,
IN-KL-ELC-56776126,56776126,1/10/2023,Tuesday,3,2,IN_KL_ALP,Alappuzha,Apartment,2,3,1435,18,High,4.74,2,28.41,25-30,55.75,15.97,14.15,-11.40%,16.47,0,0,,,
IN-KL-ELC-30653258,30653258,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Independent House,0,5,1550,6,Low,2.99,1,29.75,25-30,64.4,12.99,15.15,16.63%,16.43,0,0,,,
IN-KL-ELC-17008917,17008917,1/24/2023,Tuesday,3,4,IN_KL_ALP,Alappuzha,Villa,1,2,1520,14,Medium,3.15,2,31.08,>30,82.81,16.26,14.70,-9.59%,16.26,0,0,,,
IN-KL-ELC-29961688,29961688,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,810,21,High,5.07,3,30.38,>30,72.74,17.75,30.64,72.62%,17.26,1,1,,,
IN-KL-ELC-39857022,39857022,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Independent House,0,6,788,6,Low,3.92,2,25.77,25-30,73.81,13.90,27.72,99.42%,17.83,1,1,,,
IN-KL-ELC-70413205,70413205,1/9/2023,Monday,2,2,IN_KL_ALP,Alappuzha,Independent House,0,6,762,19,High,5.22,3,35.50,>30,71.01,22.04,0.00,-100.00%,17.83,1,0,,,
IN-KL-ELC-69429201,69429201,1/20/2023,Friday,6,3,IN_KL_ERN,Ernakulam,Villa,1,2,749,12,Medium,5.97,3,31.29,>30,53.59,14.35,25.72,79.21%,16.28,1,1,,,
IN-KL-ELC-81023113,81023113,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,2076,14,Medium,6.17,3,32.16,>30,72.44,16.89,13.63,-19.30%,16.89,0,0,,,
IN-KL-ELC-93630760,93630760,1/5/2023,Thursday,5,1,IN_KL_ALP,Alappuzha,Apartment,2,5,1176,12,Medium,4.08,2,29.34,25-30,52.47,15.80,21.01,32.95%,16.47,1,1,,,
IN-KL-ELC-25903355,25903355,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Apartment,2,6,2116,20,High,7.76,3,34.91,>30,49.97,24.29,41.72,71.74%,16.61,1,1,,,
IN-KL-ELC-18533227,18533227,1/22/2023,Sunday,1,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,2790,21,High,4.08,2,31.41,>30,68.4,18.39,34.10,85.45%,17.26,1,1,,,
IN-KL-ELC-22704224,22704224,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,476,16,High,3.31,2,31.01,>30,74.57,14.80,0.00,-100.00%,17.26,1,0,,,
IN-KL-ELC-86565454,86565454,1/8/2023,Sunday,1,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,1513,20,High,7.66,3,30.10,>30,58.12,20.38,19.85,-2.60%,16.89,0,1,,,
IN-KL-ELC-53437589,53437589,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Apartment,2,3,1834,9,Low,6.80,3,32.85,>30,45.22,15.38,15.64,1.69%,16.61,0,1,,,
IN-KL-ELC-39118096,39118096,1/28/2023,Saturday,7,4,IN_KL_ERN,Ernakulam,Apartment,2,3,1256,8,Low,5.18,3,29.75,25-30,48.81,13.14,21.89,66.63%,16.61,1,1,,,
IN-KL-ELC-28802060,28802060,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1168,10,Low,2.59,1,28.19,25-30,82.65,9.48,8.85,-6.65%,16.89,1,0,,,
IN-KL-ELC-95384842,95384842,1/15/2023,Sunday,1,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,3,992,13,Medium,7.19,3,28.99,25-30,50.93,16.19,28.78,77.79%,16.89,1,1,,,
IN-KL-ELC-56502038,56502038,1/10/2023,Tuesday,3,2,IN_KL_ALP,Alappuzha,Apartment,2,5,2182,20,High,3.09,2,30.06,>30,61.96,18.03,16.99,-5.77%,16.47,0,0,,,
IN-KL-ELC-22581767,22581767,1/5/2023,Thursday,5,1,IN_KL_ALP,Alappuzha,Independent House,0,5,665,11,Medium,3.83,2,24.55,<25,67.47,14.16,12.73,-10.10%,17.83,1,0,,,
IN-KL-ELC-54025412,54025412,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,2792,10,Low,6.83,3,29.77,25-30,58.27,16.17,18.46,14.16%,16.02,0,0,,,
IN-KL-ELC-31295740,31295740,1/29/2023,Sunday,1,5,IN_KL_ALP,Alappuzha,Independent House,0,4,1454,12,Medium,7.78,3,26.30,25-30,84.74,16.66,15.89,-4.62%,17.83,0,1,,,
IN-KL-ELC-93423120,93423120,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Villa,1,6,1116,16,High,5.71,3,30.96,>30,61.9,19.97,34.28,71.64%,16.28,1,1,,,
IN-KL-ELC-52691692,52691692,1/12/2023,Thursday,5,2,IN_KL_ERN,Ernakulam,Villa,1,2,1018,10,Low,3.40,2,23.04,<25,81.67,10.25,11.04,7.71%,16.28,1,0,,,
IN-KL-ELC-46350732,46350732,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Villa,1,4,2210,10,Low,4.78,2,35.94,>30,83.91,15.99,14.68,-8.19%,16.28,0,0,,,
IN-KL-ELC-65980523,65980523,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1885,7,Low,5.79,3,29.31,25-30,77.86,12.07,13.05,8.12%,17.26,0,1,,,
IN-KL-ELC-38129282,38129282,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,1,2558,19,High,3.39,2,27.94,25-30,57.83,13.08,12.18,-6.88%,17.26,1,0,,,
IN-KL-ELC-17803969,17803969,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1784,6,Low,6.09,3,27.35,25-30,54.01,10.53,19.87,88.71%,16.89,1,1,,,
IN-KL-ELC-18533227,18533227,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,2790,21,High,4.08,2,32.92,>30,56.63,18.80,26.01,38.33%,17.26,1,1,,,
IN-KL-ELC-56502038,56502038,1/28/2023,Saturday,7,4,IN_KL_ALP,Alappuzha,Apartment,2,5,2182,20,High,3.09,2,38.36,>30,74.06,16.47,21.13,28.29%,16.47,0,0,,,
IN-KL-ELC-18798620,18798620,1/13/2023,Friday,6,2,IN_KL_ERN,Ernakulam,Apartment,2,2,2704,7,Low,5.32,3,27.26,25-30,81.02,11.35,13.57,19.56%,16.61,1,1,,,
IN-KL-ELC-77934995,77934995,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,2725,13,Medium,7.29,3,29.42,25-30,45.54,16.37,14.72,-10.08%,17.26,0,0,,,
IN-KL-ELC-11744587,11744587,1/13/2023,Friday,6,2,IN_KL_ERN,Ernakulam,Independent House,0,3,2004,6,Low,6.42,3,34.60,>30,73.49,14.34,21.81,52.11%,16.43,1,1,,,
IN-KL-ELC-57261281,57261281,1/21/2023,Saturday,7,3,IN_KL_ALP,Alappuzha,Apartment,2,1,1776,14,Medium,3.77,2,29.17,25-30,78.09,11.88,18.63,56.81%,16.47,1,1,,,
IN-KL-ELC-54052905,54052905,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Villa,1,5,609,16,High,7.57,3,34.22,>30,59.35,21.24,28.92,36.15%,16.26,1,1,,,
IN-KL-ELC-94916279,94916279,1/26/2023,Thursday,5,4,IN_KL_ERN,Ernakulam,Independent House,0,4,1351,14,Medium,3.63,2,31.01,>30,67.88,15.45,14.07,-8.93%,16.43,0,0,,,
IN-KL-ELC-61700190,61700190,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1371,8,Low,5.28,3,23.54,<25,47.12,9.99,10.22,2.30%,16.89,1,1,,,
IN-KL-ELC-13197583,13197583,1/13/2023,Friday,6,2,IN_KL_ERN,Ernakulam,Apartment,2,6,1997,6,Low,4.61,2,21.84,<25,57.41,13.48,15.52,15.13%,16.61,0,1,,,
IN-KL-ELC-29961688,29961688,1/19/2023,Thursday,5,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,810,21,High,5.07,3,27.48,25-30,47.64,16.98,22.83,34.47%,17.26,1,1,,,
IN-KL-ELC-44100893,44100893,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Villa,1,2,889,6,Low,2.98,1,25.76,25-30,83.11,9.12,0.00,-100.00%,16.28,1,0,,,
IN-KL-ELC-66004831,66004831,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Apartment,2,6,1904,15,Medium,4.44,2,32.80,>30,84.63,19.15,17.97,-6.16%,16.61,0,0,,,
IN-KL-ELC-91572504,91572504,1/3/2023,Tuesday,3,1,IN_KL_ERN,Ernakulam,Apartment,2,4,1085,15,Medium,5.79,3,32.70,>30,50.46,17.89,18.98,6.09%,16.61,0,1,,,
IN-KL-ELC-60935907,60935907,1/16/2023,Monday,2,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1823,20,High,3.54,2,22.36,<25,48.31,13.33,14.14,6.08%,17.26,0,1,,,
IN-KL-ELC-72588770,72588770,1/27/2023,Friday,6,4,IN_KL_ALP,Alappuzha,Independent House,0,6,460,7,Low,5.20,3,29.30,25-30,59.38,15.98,17.13,7.20%,17.83,0,1,,,
IN-KL-ELC-31295740,31295740,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Independent House,0,4,1454,12,Medium,7.78,3,32.71,>30,73.28,18.35,15.87,-13.51%,17.83,0,0,,,
IN-KL-ELC-17803969,17803969,1/6/2023,Friday,6,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1784,6,Low,6.09,3,33.79,>30,76.5,11.59,11.38,-1.81%,16.89,1,1,,,
IN-KL-ELC-11824099,11824099,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,964,13,Medium,7.41,3,31.96,>30,47.35,14.83,14.03,-5.39%,16.89,0,0,,,
IN-KL-ELC-50289690,50289690,1/9/2023,Monday,2,2,IN_KL_ALP,Alappuzha,Independent House,0,2,1200,14,Medium,5.60,3,28.54,25-30,69.73,14.18,23.43,65.21%,17.83,1,1,,,
IN-KL-ELC-38968944,38968944,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Apartment,2,6,2655,20,High,2.52,1,22.90,<25,50.06,16.70,15.82,-5.27%,16.61,0,0,,,
IN-KL-ELC-50138855,50138855,1/21/2023,Saturday,7,3,IN_KL_ALP,Alappuzha,Apartment,2,2,1651,7,Low,6.12,3,28.65,25-30,55.67,12.19,0.00,-100.00%,16.47,1,0,,,
IN-KL-ELC-62801448,62801448,1/21/2023,Saturday,7,3,IN_KL_ALP,Alappuzha,Independent House,0,5,1750,16,High,7.82,3,27.44,25-30,51.8,19.39,0.00,-100.00%,17.83,1,0,,,
IN-KL-ELC-63187488,63187488,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Villa,1,2,1907,20,High,5.23,3,26.35,25-30,74,15.43,14.36,-6.93%,16.28,0,0,,,
IN-KL-ELC-72602002,72602002,1/17/2023,Tuesday,3,3,IN_KL_ALP,Alappuzha,Villa,1,3,2543,7,Low,3.68,2,31.83,>30,75.43,12.03,21.87,81.82%,16.26,1,1,,,
IN-KL-ELC-86586193,86586193,1/26/2023,Thursday,5,4,IN_KL_ERN,Ernakulam,Independent House,0,1,1121,11,Medium,3.94,2,23.59,<25,71.96,10.04,16.59,65.27%,16.43,1,1,,,
IN-KL-ELC-61826522,61826522,1/6/2023,Friday,6,1,IN_KL_ALP,Alappuzha,Independent House,0,1,1393,21,High,6.70,3,29.80,25-30,48.74,16.63,14.86,-10.64%,17.83,0,0,,,
IN-KL-ELC-50289690,50289690,1/18/2023,Wednesday,4,3,IN_KL_ALP,Alappuzha,Independent House,0,2,1200,14,Medium,5.60,3,24.70,<25,83.79,13.35,11.63,-12.88%,17.83,1,0,,,
IN-KL-ELC-85209853,85209853,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Independent House,0,2,1630,15,Medium,5.71,3,31.58,>30,75.84,15.29,14.33,-6.28%,17.83,0,0,,,
IN-KL-ELC-62444510,62444510,1/22/2023,Sunday,1,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2590,13,Medium,4.06,2,34.09,>30,72.04,17.29,19.56,13.13%,17.26,0,1,,,
IN-KL-ELC-39857022,39857022,1/7/2023,Saturday,7,1,IN_KL_ALP,Alappuzha,Independent House,0,6,788,6,Low,3.92,2,35.57,>30,77.7,16.08,17.77,10.51%,17.83,0,1,,,
IN-KL-ELC-98073455,98073455,1/10/2023,Tuesday,3,2,IN_KL_ERN,Ernakulam,Villa,1,5,2552,12,Medium,4.45,2,30.35,>30,77.22,16.32,15.51,-4.96%,16.28,0,0,,,
IN-KL-ELC-29028684,29028684,1/27/2023,Friday,6,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,2467,6,Low,3.00,1,27.95,25-30,67.04,11.58,10.36,-10.54%,17.26,1,0,,,
IN-KL-ELC-27833222,27833222,1/27/2023,Friday,6,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2682,19,High,6.01,3,30.99,>30,59.11,16.89,20.06,18.77%,16.89,0,1,,,
IN-KL-ELC-69047090,69047090,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,2276,6,Low,2.95,1,26.12,25-30,47.15,8.11,0.00,-100.00%,16.89,1,0,,,
IN-KL-ELC-19900586,19900586,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,476,12,Medium,5.76,3,32.61,>30,71.55,19.04,18.84,-1.05%,16.89,0,1,,,
IN-KL-ELC-23654327,23654327,1/25/2023,Wednesday,4,4,IN_KL_ALP,Alappuzha,Apartment,2,5,882,18,High,5.95,3,27.48,25-30,49.77,16.47,25.78,56.51%,16.47,1,1,,,
IN-KL-ELC-24122558,24122558,1/18/2023,Wednesday,4,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2676,11,Medium,3.10,2,32.90,>30,74.53,15.52,27.02,74.13%,17.26,1,1,,,
IN-KL-ELC-20063517,20063517,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2560,21,High,4.08,2,27.92,25-30,47.71,16.89,31.89,88.82%,16.89,1,1,,,
IN-KL-ELC-43144683,43144683,1/11/2023,Wednesday,4,2,IN_KL_ERN,Ernakulam,Independent House,0,6,572,15,Medium,7.41,3,30.67,>30,70.25,20.81,21.47,3.17%,16.43,1,0,,,
IN-KL-ELC-26306854,26306854,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Independent House,0,5,2616,11,Medium,7.08,3,29.63,25-30,48.32,17.76,0.00,-100.00%,17.83,1,0,,,
IN-KL-ELC-96990855,96990855,1/13/2023,Friday,6,2,IN_KL_ALP,Alappuzha,Villa,1,5,1908,19,High,4.49,2,24.30,<25,62.94,17.12,25.34,47.99%,16.26,1,1,,,
IN-KL-ELC-77037468,77037468,1/2/2023,Monday,2,1,IN_KL_ALP,Alappuzha,Villa,1,1,1609,21,High,7.40,3,31.41,>30,57.67,17.56,28.21,60.67%,16.26,1,1,,,
IN-KL-ELC-93423120,93423120,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Villa,1,6,1116,16,High,5.71,3,38.26,>30,48.22,22.12,21.96,-0.72%,16.28,1,0,,,
IN-KL-ELC-81023113,81023113,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,2076,14,Medium,6.17,3,37.03,>30,77.05,15.29,25.41,66.21%,16.89,1,1,,,
IN-KL-ELC-72588770,72588770,1/13/2023,Friday,6,2,IN_KL_ALP,Alappuzha,Independent House,0,6,460,7,Low,5.20,3,30.34,>30,81.92,16.23,25.85,59.26%,17.83,1,1,,,
IN-KL-ELC-74114522,74114522,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Apartment,2,1,1440,9,Low,5.98,3,35.44,>30,56.41,12.91,13.92,7.82%,16.61,0,1,,,
IN-KL-ELC-61443706,61443706,1/19/2023,Thursday,5,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2500,9,Low,4.71,2,33.11,>30,80.91,16.10,15.20,-5.59%,16.89,0,0,,,
IN-KL-ELC-61981697,61981697,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Independent House,0,4,905,14,Medium,4.55,2,25.52,25-30,46,14.84,25.42,71.30%,16.43,1,1,,,
IN-KL-ELC-61622615,61622615,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1106,8,Low,4.74,2,25.29,25-30,59.63,10.93,8.32,-23.88%,17.26,1,0,,,
IN-KL-ELC-20492608,20492608,1/10/2023,Tuesday,3,2,IN_KL_ERN,Ernakulam,Villa,1,4,922,20,High,3.09,2,27.51,25-30,67.62,16.28,29.73,82.59%,16.28,1,1,,,
IN-KL-ELC-30481737,30481737,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Independent House,0,6,1967,7,Low,7.30,3,27.61,25-30,54.77,17.09,17.22,0.76%,16.43,0,0,,,
IN-KL-ELC-41369910,41369910,1/15/2023,Sunday,1,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,1883,15,Medium,3.08,2,31.42,>30,71.03,14.36,14.41,0.35%,17.26,0,1,,,
IN-KL-ELC-79964262,79964262,1/16/2023,Monday,2,3,IN_KL_ERN,Ernakulam,Independent House,0,4,1633,19,High,7.82,3,29.26,25-30,54.92,19.89,18.91,-4.93%,16.43,0,0,,,
IN-KL-ELC-87103622,87103622,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Villa,1,5,2637,13,Medium,5.22,3,24.60,<25,83.26,15.78,16.66,5.58%,16.28,0,0,,,
IN-KL-ELC-67217429,67217429,1/18/2023,Wednesday,4,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,901,12,Medium,6.19,3,28.92,25-30,56.14,12.93,14.60,12.92%,16.89,0,1,,,
IN-KL-ELC-18798620,18798620,1/11/2023,Wednesday,4,2,IN_KL_ERN,Ernakulam,Apartment,2,2,2704,7,Low,5.32,3,27.43,25-30,76.77,11.38,12.52,10.02%,16.61,0,1,,,
IN-KL-ELC-38968944,38968944,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Apartment,2,6,2655,20,High,2.52,1,28.95,25-30,74.01,18.40,33.78,83.57%,16.61,1,1,,,
IN-KL-ELC-72602002,72602002,1/14/2023,Saturday,7,2,IN_KL_ALP,Alappuzha,Villa,1,3,2543,7,Low,3.68,2,26.12,25-30,52.08,11.03,17.57,59.25%,16.26,1,1,,,
IN-KL-ELC-52398780,52398780,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2298,13,Medium,7.37,3,35.52,>30,65.12,21.52,30.68,42.58%,16.89,1,1,,,
IN-KL-ELC-46370776,46370776,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Apartment,2,4,2294,9,Low,5.65,3,23.63,<25,66.78,13.56,13.78,1.62%,16.61,0,1,,,
IN-KL-ELC-51118982,51118982,1/1/2023,Sunday,1,1,IN_KL_ALP,Alappuzha,Independent House,0,5,2365,21,High,5.35,3,27.39,25-30,52.92,19.28,17.60,-8.71%,17.83,0,0,,,
IN-KL-ELC-55638606,55638606,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Villa,1,6,463,9,Low,3.28,2,27.03,25-30,59.93,14.72,29.22,98.49%,16.28,1,1,,,
IN-KL-ELC-71807372,71807372,1/26/2023,Thursday,5,4,IN_KL_ALP,Alappuzha,Apartment,2,6,1129,11,Medium,5.78,3,33.92,>30,66.96,19.04,23.05,21.08%,16.47,1,0,,,
IN-KL-ELC-82309447,82309447,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Independent House,0,6,2795,15,Medium,7.46,3,24.50,<25,58.47,18.94,19.10,0.84%,16.43,0,0,,,
IN-KL-ELC-96802592,96802592,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Independent House,0,4,918,21,High,2.51,1,27.01,25-30,55.75,16.08,16.67,3.67%,17.83,0,1,,,
IN-KL-ELC-28177529,28177529,1/19/2023,Thursday,5,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2653,11,Medium,3.30,2,32.22,>30,83.7,14.39,13.41,-6.81%,16.89,0,0,,,
IN-KL-ELC-22704224,22704224,1/18/2023,Wednesday,4,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,476,16,High,3.31,2,29.33,25-30,66.41,14.44,14.73,2.01%,17.26,0,1,,,
IN-KL-ELC-77037468,77037468,1/26/2023,Thursday,5,4,IN_KL_ALP,Alappuzha,Villa,1,1,1609,21,High,7.40,3,30.34,>30,48.04,17.29,17.63,1.97%,16.26,0,0,,,
IN-KL-ELC-92912126,92912126,1/5/2023,Thursday,5,1,IN_KL_ALP,Alappuzha,Independent House,0,4,622,17,High,3.12,2,39.63,>30,63.18,18.19,19.38,6.54%,17.83,0,1,,,
IN-KL-ELC-13476673,13476673,1/27/2023,Friday,6,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,753,17,High,6.92,3,32.28,>30,46.74,19.38,32.16,65.96%,16.89,1,1,,,
IN-KL-ELC-34946504,34946504,1/21/2023,Saturday,7,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,838,18,High,4.92,2,35.46,>30,71.57,20.22,22.18,9.69%,17.26,0,1,,,
IN-KL-ELC-27570538,27570538,1/18/2023,Wednesday,4,3,IN_KL_ALP,Alappuzha,Apartment,2,5,683,18,High,4.76,2,29.04,25-30,51.79,18.30,30.13,64.66%,16.47,1,1,,,
IN-KL-ELC-79523894,79523894,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Apartment,2,6,1786,21,High,7.85,3,30.07,>30,62.16,23.06,22.23,-3.60%,16.61,1,1,,,
IN-KL-ELC-15010047,15010047,1/22/2023,Sunday,1,4,IN_KL_ALP,Alappuzha,Apartment,2,5,2769,11,Medium,6.27,3,26.39,25-30,55.84,16.32,16.30,-0.12%,16.47,0,0,,,
IN-KL-ELC-77157976,77157976,1/3/2023,Tuesday,3,1,IN_KL_ALP,Alappuzha,Villa,1,1,796,13,Medium,6.45,3,35.53,>30,78.71,14.82,19.23,29.76%,16.26,1,0,,,
IN-KL-ELC-93959968,93959968,1/27/2023,Friday,6,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2044,21,High,3.70,2,31.67,>30,65.25,20.42,20.48,0.29%,16.89,0,1,,,
IN-KL-ELC-65870776,65870776,1/3/2023,Tuesday,3,1,IN_KL_ALP,Alappuzha,Independent House,0,3,2512,17,High,7.86,3,33.88,>30,70.33,19.41,20.17,3.92%,17.83,0,1,,,
IN-KL-ELC-77157976,77157976,1/28/2023,Saturday,7,4,IN_KL_ALP,Alappuzha,Villa,1,1,796,13,Medium,6.45,3,31.49,>30,80,13.99,13.74,-1.79%,16.26,0,0,,,
IN-KL-ELC-86684493,86684493,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Independent House,0,5,2781,14,Medium,3.77,2,31.03,>30,77.99,16.68,25.96,55.62%,17.83,1,1,,,
IN-KL-ELC-24549986,24549986,1/16/2023,Monday,2,3,IN_KL_ERN,Ernakulam,Independent House,0,3,1784,16,High,6.00,3,37.11,>30,82.57,18.37,18.43,0.33%,16.43,0,0,,,
IN-KL-ELC-28802060,28802060,1/26/2023,Thursday,5,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1168,10,Low,2.59,1,26.61,25-30,77.72,9.25,9.56,3.35%,16.89,1,1,,,
IN-KL-ELC-90250627,90250627,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2147,9,Low,3.54,2,26.11,25-30,63.92,12.62,13.84,9.67%,16.89,0,1,,,
IN-KL-ELC-93680367,93680367,1/2/2023,Monday,2,1,IN_KL_TVM,Thiruvananthapuram,Villa,1,6,962,6,Low,5.24,3,31.17,>30,74.62,16.11,15.72,-2.42%,16.02,0,0,,,
IN-KL-ELC-67819755,67819755,1/7/2023,Saturday,7,1,IN_KL_ERN,Ernakulam,Villa,1,5,2073,12,Medium,4.88,2,25.08,25-30,64.92,15.34,15.65,2.02%,16.28,0,0,,,
IN-KL-ELC-24656912,24656912,1/19/2023,Thursday,5,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,857,16,High,6.15,3,32.69,>30,62.05,19.68,0.00,-100.00%,17.26,1,0,,,
IN-KL-ELC-52398780,52398780,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2298,13,Medium,7.37,3,27.29,25-30,53.79,16.89,18.48,9.41%,16.89,0,1,,,
IN-KL-ELC-61622615,61622615,1/14/2023,Saturday,7,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1106,8,Low,4.74,2,29.16,25-30,76.22,11.61,10.69,-7.92%,17.26,1,0,,,
IN-KL-ELC-90949802,90949802,1/11/2023,Wednesday,4,2,IN_KL_ERN,Ernakulam,Apartment,2,5,849,18,High,3.87,2,28.42,25-30,47.32,17.48,17.70,1.26%,16.61,0,1,,,
IN-KL-ELC-86401151,86401151,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1498,15,Medium,3.46,2,31.46,>30,61.15,17.26,14.60,-15.41%,17.26,0,0,,,
IN-KL-ELC-24983334,24983334,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Apartment,2,2,1521,21,High,4.83,2,30.77,>30,80.03,16.56,16.29,-1.63%,16.61,0,1,,,
IN-KL-ELC-61949394,61949394,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Independent House,0,2,1004,14,Medium,5.67,3,26.38,25-30,75,13.76,15.29,11.12%,16.43,0,0,,,
IN-KL-ELC-21573061,21573061,1/3/2023,Tuesday,3,1,IN_KL_ERN,Ernakulam,Independent House,0,1,2578,6,Low,5.15,3,31.60,>30,68.93,10.51,11.39,8.37%,16.43,1,0,,,
IN-KL-ELC-93630760,93630760,1/16/2023,Monday,2,3,IN_KL_ALP,Alappuzha,Apartment,2,5,1176,12,Medium,4.08,2,23.93,<25,66.89,14.51,20.42,40.73%,16.47,1,1,,,
IN-KL-ELC-77385755,77385755,1/18/2023,Wednesday,4,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,484,19,High,6.29,3,28.62,25-30,82.13,18.57,18.70,0.70%,17.26,0,1,,,
IN-KL-ELC-93680367,93680367,1/29/2023,Sunday,1,5,IN_KL_TVM,Thiruvananthapuram,Villa,1,6,962,6,Low,5.24,3,27.58,25-30,71.81,15.26,14.37,-5.83%,16.02,0,0,,,
IN-KL-ELC-39118096,39118096,1/9/2023,Monday,2,2,IN_KL_ERN,Ernakulam,Apartment,2,3,1256,8,Low,5.18,3,25.03,25-30,62.79,12.20,17.13,40.38%,16.61,1,1,,,
